section,key,hebrew,english
Admin nickname,adminNickname.subtitle,הכינוי שלך כמארגן וגם כמשתתף,Your nickname — as admin AND member
Admin nickname,adminNickname.placeholder,לדוגמה: יוסי,e.g. John
Admin nickname,adminNickname.permTitle,הרשאות המארגן,Admin permissions
Admin nickname,adminNickname.perm1,ניהול חברי ההימור,Manage pool members
Admin nickname,adminNickname.permRules,קביעת חוקי ההימור,Set the betting rules
Admin nickname,adminNickname.perm2,אישור משתמשים חדשים,Approve new users
Admin nickname,adminNickname.perm3,שחזור קודים אבודים,Recover lost codes
Admin nickname,adminNickname.perm4,צפייה בכל ההימורים,View all predictions
Admin nickname,adminNickname.perm5,אתה גם משתתף בהימור,You also participate in the pool
Admin nickname,adminNickname.errorRequired,נא להזין את הכינוי שלך,Please enter your nickname
Admin nickname,adminNickname.createBtn,צור הימור,Create pool
Share pool,sharePool.created,ההימור נוצר!,Pool created!
Share pool,sharePool.awesome,מעולה!,Awesome!
Share pool,sharePool.subtitle,ההימור נוצר בהצלחה,Pool created successfully
Share pool,sharePool.promptTitle,ההימור נוצר עם חוקי ברירת מחדל,Pool created with Golazo rules (default)
Share pool,sharePool.promptSubtitle,תוכל לערוך את כל החוקים לפני שמישהו מצטרף,You can edit all rules before anyone joins
Share pool,sharePool.editSettings,ערוך הגדרות,Edit settings
Share pool,sharePool.divider,או פשוט שתף ותתחיל לשחק,Or just share and start playing
Share pool,sharePool.whatsapp,שתף ב-WhatsApp,Share on WhatsApp
Share pool,sharePool.telegram,שתף ב-Telegram,Share on Telegram
Share pool,sharePool.copyLink,העתק קישור,Copy link
Share pool,sharePool.toDashboard,לדשבורד שלי,To my dashboard
Share pool,sharePool.welcomeToast,ברוך הבא ל-{name}!,Welcome to {name}!
Share pool,sharePool.adminCodeAlert,🔑 קוד השחזור שלך כמארגן:\n\n{code}\n\nשמור אותו במקום בטוח! בלעדיו לא תוכל להתחבר חזרה.,🔑 Your admin recovery code:\n\n{code}\n\nKeep it safe! Without it you cannot log back in.
Share pool,sharePool.shareText,"הוזמנת להצטרף להימור ""{poolName}"" 🏆\n\nבואו ננחש ביחד את מונדיאל 2026 — חינם לגמרי, בלי פרסומות, בלי מגבלות. .\n\nקוד הצטרפות: {code}\n👉 {url}\n\n⚽ FriendlyBet — הימור חברים על מונדיאל 2026","You\'ve been invited to the ""{poolName}"" pool 🏆\n\nLet\'s predict World Cup 2026 together — totally free, just bragging rights on the line.\n\nJoin code: {code}\n👉 {url}\n\n⚽ FriendlyBet — World Cup Predictions with Friends"
Pool settings,poolSettings.lockedTitle,החוקים נעולים,Rules locked
Pool settings,poolSettings.lockedText,משתתפים כבר הצטרפו - לא ניתן לשנות חוקים,Members already joined — rules cannot be changed
Pool settings,poolSettings.poolInfo,פרטי ההימור,Pool info
Pool settings,poolSettings.bettingMode,שיטת ההימור,Betting mode
Pool settings,poolSettings.bettingModeLabel,מצב,Mode
Pool settings,poolSettings.bettingModeHelp,"הימור חד-שלבי: בתים + נוקאאוט + מלך שערים, הכל לפני תחילת הטורניר.","Single-phase: groups + knockout + top scorer, all picked before the tournament starts."
Pool settings,poolSettings.scoringReadOnly,חוקי הניקוד נקבעו ביצירת ההימור ולא ניתנים לשינוי.,Scoring rules are locked at pool creation and cannot be changed.
Pool settings,poolSettings.poolName,שם ההימור,Pool name
Pool settings,poolSettings.poolCode,קוד ההימור,Pool code
Pool settings,poolSettings.poolMembers,משתתפים,Members
Pool settings,poolSettings.format,מבנה ההימור,Pool format
Pool settings,poolSettings.stages,מספר שלבי הימור,Number of stages
Pool settings,poolSettings.stages2,2 שלבים,2 stages
Pool settings,poolSettings.stages6,6 שלבים,6 stages
Pool settings,poolSettings.help2,2 שלבים: בתים + נוקאאוט,2 stages: Groups + Knockout
Pool settings,poolSettings.help6,6 שלבים: בתים + R32 + R16 + רבע + חצי + גמר,6 stages: Groups + R32 + R16 + QF + SF + Final
Pool settings,poolSettings.groupBetting,איך מהמרים על בתים,Group betting style
Pool settings,poolSettings.pickAdvancing,בחירת עולות,Pick advancing
Pool settings,poolSettings.fullRanking,דירוג 1-4,Rank 1-4
Pool settings,poolSettings.helpPickAdvancing,בחירת 2-3 קבוצות שיעלו מכל בית,Pick 2-3 teams to advance from each group
Pool settings,poolSettings.helpFullRanking,דירוג מלא של כל הקבוצות בבית,Full ranking of all teams in the group
Pool settings,poolSettings.multipliers,מכפילי סיכון,Risk multipliers
Pool settings,poolSettings.multipliersActive,מכפילים פעילים,Multipliers active
Pool settings,poolSettings.multipliersHelp,מי שמסתכן יותר — מרוויח יותר 🎲,Risk more — earn more 🎲
Pool settings,poolSettings.multFav,פייבוריטית,Favorite
Pool settings,poolSettings.multCont,מתמודדת,Contender
Pool settings,poolSettings.multUnd,אנדרדוג,Underdog
Pool settings,poolSettings.scoring,ניקוד לכל שלב,Points per stage
Pool settings,poolSettings.scoreGroupStage,שלב הבתים,Group stage
Pool settings,poolSettings.scoreR32,סבב 32,Round of 32
Pool settings,poolSettings.scoreR16,שמינית גמר,Round of 16
Pool settings,poolSettings.scoreQF,רבע גמר,Quarter-Finals
Pool settings,poolSettings.scoreSF,חצי גמר,Semi-Finals
Pool settings,poolSettings.scoreFinal,גמר,Final
Pool settings,poolSettings.resetGolazo,איפוס לחוקי ברירת מחדל,Reset to Golazo rules
Pool settings,poolSettings.topScorer,מלך השערים,Top Scorer
Pool settings,poolSettings.topScorerActive,פעיל,Active
Pool settings,poolSettings.bonusPoints,בונוס נקודות,Bonus points
Pool settings,poolSettings.members,משתתפים,Members
Pool settings,poolSettings.limitMembers,הגבלת משתתפים,Limit members
Pool settings,poolSettings.maxMembers,מקסימום משתתפים,Max members
Pool settings,poolSettings.approveBefore,אישור משתמשים לפני הימור,Approve users before betting
Pool settings,poolSettings.approveBeforeHelp,הגנה מבוטים - תאשר כל משתתף ידנית לפני שיוכל להמר,Anti-bot protection — approve each member manually before they can bet
Pool settings,poolSettings.saveBtn,שמור הגדרות,Save settings
Pool settings,poolSettings.dangerZone,אזור מסוכן,Danger zone
Pool settings,poolSettings.deletePool,מחק את ההימור,Delete pool
Pool settings,poolSettings.deleteHelp,מחיקה היא פעולה לא הפיכה. כל הנתונים יימחקו לצמיתות.,Deletion is irreversible. All data will be lost forever.
Pool settings,poolSettings.savingToast,שומר הגדרות...,Saving settings...
Pool settings,poolSettings.savedToast,ההגדרות נשמרו בהצלחה! ✅,Settings saved! ✅
Pool settings,poolSettings.saveError,שגיאה בשמירה: {msg},Save failed: {msg}
Pool settings,poolSettings.poolNameShort,שם ההימור קצר מדי,Pool name too short
Pool settings,poolSettings.notAdmin,רק המארגן יכול לערוך הגדרות,Only the admin can edit settings
Pool settings,poolSettings.loadError,שגיאה בטעינת ההגדרות,Failed to load settings
Pool settings,poolSettings.notFound,לא נמצא הימור,Pool not found
Pool settings,poolSettings.resetToast,הוחזר לחוקים המקוריים,Reset to original Golazo rules
Pool settings,poolSettings.bonusToast,בונוס מלך השערים: {n} נקודות,Top scorer bonus: {n} points
Pool settings,poolSettings.deleteWarning,"⚠️ אזהרה!\n\nאתה עומד למחוק את ההימור ""{name}"".\n\nכל הנתונים, ההימורים והניקוד יימחקו לצמיתות.\n\nפעולה זו לא ניתנת לביטול.\n\nהאם להמשיך?","⚠️ Warning!\n\nYou are about to delete the pool ""{name}"".\n\nAll data, predictions and scores will be permanently lost.\n\nThis cannot be undone.\n\nContinue?"
Pool settings,poolSettings.deletePrompt,"כדי לאשר, הקלד את שם ההימור:\n""{name}""","To confirm, type the pool name:\n""{name}"""
Pool settings,poolSettings.deleteCancelled,המחיקה בוטלה,Deletion cancelled
Pool settings,poolSettings.deleteError,שגיאה במחיקה: {msg},Deletion failed: {msg}
Pool settings,poolSettings.deletedToast,ההימור נמחק,Pool deleted
Pool settings,poolSettings.leaveConfirm,האם להתנתק מההימור?\n\nהקוד שלך עדיין יעבוד - תוכל להתחבר שוב עם קוד השחזור.,Leave the pool?\n\nYour code still works — you can log back in with the recovery code.
Pool settings,poolSettings.leftToast,התנתקת מההימור,You left the pool
Group betting,groups.titleGroup,בית {letter},Group {letter}
Group betting,groups.stepProgress,בית {current} מתוך {total},Group {current} of {total}
Group betting,groups.totalPicks,סך הכל הימרת על,Total picks
Group betting,groups.questionHeader,על מי תהמר בבית,Who advances from group
Group betting,groups.subtitleInline,בחר 2 או 3 קבוצות שיעלו לשלב הבא,Pick 2 or 3 teams to advance
Group betting,groups.quickJump,קפיצה מהירה לבית,Quick jump to group
Group betting,groups.prevGroup,בית {letter},Group {letter}
Group betting,groups.nextGroup,בית {letter},Group {letter}
Group betting,groups.tierFavorite,⭐ פייבוריטית ×1,⭐ Favorite ×1
Group betting,groups.tierContender,⚔️ מתמודדת ×1.5,⚔️ Contender ×1.5
Group betting,groups.tierUnderdog,🐶 אנדרדוג ×2,🐶 Underdog ×2
Group betting,groups.pointsForPosition,#{pos}: {pts} נק׳,#{pos}: {pts} pts
Group betting,groups.multStartsKO,מכפילי הסיכון מתחילים להשפיע משלב הנוקאאוט,Risk multipliers kick in from the knockout stage
Group betting,groups.pointsPerAdvancingTeam,כל קבוצה שעולה: {pts} נק׳ × מכפיל הסיכון שלה,Each advancing team: {pts} pts × its risk multiplier
Group betting,groups.tooltipAdvanced,הקבוצה עלתה!,Team advanced!
Group betting,groups.tooltipEliminated,הקבוצה הודחה,Team eliminated
Group betting,groups.maxReachedToast,כבר בחרת 3 קבוצות. הסר אחת לפני שתוסיף עוד,Already picked 3 teams. Remove one before adding another
Group betting,groups.pickSubtitleDefault,בחר 2 או 3 קבוצות מהבית הזה,Pick 2 or 3 teams from this group
Group betting,groups.pickOneOnly,⚠️ בחרת רק קבוצה אחת - צריך 2 או 3,⚠️ You picked only 1 — need 2 or 3
Group betting,groups.pickedTwo,✓ בחרת 2 קבוצות בבית הזה,✓ Picked 2 teams in this group
Group betting,groups.pickedThree,✓ בחרת 3 קבוצות בבית הזה,✓ Picked 3 teams in this group
Group betting,groups.validationRemaining,נשאר עוד {n} קבוצות לבחור,{n} more teams to pick
Group betting,groups.validationDone,🎉 הושלם! 32 קבוצות נבחרו,🎉 Done! 32 teams picked
Group betting,groups.validationProblem,בעיה: לפחות בית אחד עם 0 או 1 קבוצות בלבד,Issue: at least one group has 0 or 1 picks
Group betting,groups.validationTooMany,יותר מדי! {n} קבוצות מעל המקסימום,Too many! {n} over the max
Group betting,groups.needMore,בחר עוד {n} קבוצ{plural} כדי להמשיך,Pick {n} more team{plural} to continue
Group betting,groups.mustPickTwo,חייב לבחור לפחות 2 קבוצות בבית {letter} כדי להמשיך,You must pick at least 2 teams in group {letter} to continue
Group betting,groups.saveError,שגיאה בשמירת ההימור,Failed to save predictions
Group betting,groups.savedOk,ההימור נשמר ✓,Saved ✓
Group betting,groups.exitConfirm,יש לך {n} הימורים שמורים. צא מבלי לסיים?,You have {n} saved picks. Exit without finishing?
Group betting,groups.exactly32,צריך בדיוק 32 קבוצות (יש {n}),Need exactly 32 teams (you have {n})
Group betting,groups.eachGroup2or3,בכל בית חייבים להיות 2 או 3 קבוצות,Each group must have 2 or 3 teams
Group betting,groups.savingToast,שומר הימור...,Saving predictions...
Group betting,groups.loadingTeams,טוען את הקבוצות...,Loading teams...
Group betting,groups.teamsSyncing,הקבוצות עדיין בסנכרון - נסה שוב בעוד מספר דקות,Teams still syncing — try again in a few minutes
Betting complete,complete.title,כל הכבוד!,Great job!
Betting complete,complete.subtitle,השלמת את ההימור על שלב הבתים,You completed group-stage predictions
Betting complete,complete.teamsPicked,קבוצות שבחרת,Teams picked
Betting complete,complete.maxPoints,סיכוי לניקוד מקסימלי,Max possible score
Betting complete,complete.info,ההימור נשמר. תוכל לערוך אותו עד לפני המשחק הראשון,Saved. You can edit until the first match
Betting complete,complete.toDashboard,לדשבורד שלי,Go to dashboard
Betting complete,complete.review,סקור את ההימורים שלי,Review my picks
Knockout extras,knockoutEx.r32Short,סבב 32,R32
Knockout extras,knockoutEx.r16Short,שמינית,R16
Knockout extras,knockoutEx.qfShort,רבע,QF
Knockout extras,knockoutEx.sfShort,חצי,SF
Knockout extras,knockoutEx.finalShort,גמר,Final
Knockout extras,knockoutEx.r32Full,סבב 32,Round of 32
Knockout extras,knockoutEx.r16Full,שמינית הגמר,Round of 16
Knockout extras,knockoutEx.qfFull,רבע הגמר,Quarter-Finals
Knockout extras,knockoutEx.sfFull,חצי הגמר,Semi-Finals
Knockout extras,knockoutEx.finalFull,הגמר,Final
Knockout extras,knockoutEx.pointsPerPick,{n} נקודות לכל ניחוש נכון,{n} points per correct pick
Knockout extras,knockoutEx.totalPicks,"סה""כ הימרת על",Total picks
Knockout extras,knockoutEx.emptyTitle,הסבב הזה ייפתח בהמשך,This round opens later
Knockout extras,knockoutEx.emptyText,קודם השלם את הסבבים הקודמים,Complete earlier rounds first
Knockout extras,knockoutEx.finishBtn,סיים את הימור הנוקאאוט,Finish knockout
Knockout extras,knockoutEx.bracketView,תצוגת ההגרלה,Bracket view
Knockout extras,knockoutEx.matchNum,משחק {n},Match {n}
Knockout extras,knockoutEx.finalLabel,הגמר 🏆,Final 🏆
Knockout extras,knockoutEx.winnerLine,המנצח: <strong>אלוף המונדיאל!</strong>,Winner: <strong>World Cup champion!</strong>
Knockout extras,knockoutEx.correctLine,ניחשת נכון! +{n} נק\',Correct! +{n} pts
Knockout extras,knockoutEx.wonLine,{name} ניצח,{name} won
Knockout extras,knockoutEx.opponent,היריב,opponent
Knockout extras,knockoutEx.equalizer,משווה,matches
Knockout extras,knockoutEx.pointsValue,{n} נק\',{n} pts
Knockout extras,knockoutEx.ifCorrect,אם תנחש נכון,if you pick correctly
Knockout extras,knockoutEx.tbdTeam,להיקבע,TBD
Knockout extras,knockoutEx.savedOk,הימור הנוקאאוט נשמר ✓,Knockout picks saved ✓
Knockout extras,knockoutEx.completed,הימור הנוקאאוט הושלם! 🏆,Knockout predictions complete! 🏆
Knockout extras,knockoutEx.needGroups,צריך לסיים קודם את שלב הבתים (32 קבוצות),Finish the group stage first (32 teams)
Knockout extras,knockoutEx.loadingKO,טוען את שלב הנוקאאוט...,Loading knockout stage...
Knockout extras,knockoutEx.loadError,שגיאה בטעינת הקבוצות,Failed to load teams
Knockout extras,knockoutEx.matchesProgress,{n}/31 משחקים,{n}/31 matches
Bracket view,bracketView.title,עץ ההגרלה,Bracket
Bracket view,bracketView.full,תצוגה מלאה,Full view
Bracket view,bracketView.leftSide,חצי שמאל,Left half
Bracket view,bracketView.rightSide,חצי ימין,Right half
Bracket view,bracketView.scrollHint,↔ גלול הצידה כדי לראות את שני הצדדים,↔ Scroll sideways to see both halves
Bracket view,bracketView.hint,גרור עם האצבע כדי לראות את כל הסבבים,Swipe to see all rounds
Bracket view,bracketView.r32,R32,R32
Bracket view,bracketView.r16,שמינית,R16
Bracket view,bracketView.qf,רבע,QF
Bracket view,bracketView.sf,חצי,SF
Bracket view,bracketView.final,🏆 גמר,🏆 Final
Bracket view,bracketView.championLabel,🏆 אלוף 🏆,🏆 Champion 🏆
Bracket view,bracketView.tbd,להיקבע,TBD
Simulator,simulatorEx.titleFull,סימולטור הסיכון,Risk Simulator
Simulator,simulatorEx.subtitle,ניתוח אסטרטגיית ההימור שלך,Your strategy analysis
Simulator,simulatorEx.expectedScore,ניקוד צפוי,Expected score
Simulator,simulatorEx.avgProjection,צפי ממוצע,Average projection
Simulator,simulatorEx.maxPossible,מקסימום אפשרי,Max possible
Simulator,simulatorEx.riskLevel,רמת סיכון,Risk level
Simulator,simulatorEx.riskSafe,🛡️ בטוח,🛡️ Safe
Simulator,simulatorEx.riskBalanced,⚡ מאוזן,⚡ Balanced
Simulator,simulatorEx.riskRisky,🎲 מסוכן,🎲 Risky
Simulator,simulatorEx.riskDefault,בחר משחקים כדי לראות ניתוח,Pick matches to see analysis
Simulator,simulatorEx.byStage,פירוט לפי שלב,Breakdown by stage
Simulator,simulatorEx.recommendDefault,בחר משחקים בנוקאאוט כדי לקבל המלצות,Pick knockout matches to get recommendations
Simulator,simulatorEx.riskDescSafe,🛡️ אסטרטגיה בטוחה - אתה מהמר על הפייבוריטיות,🛡️ Safe strategy — picking the favorites
Simulator,simulatorEx.riskDescBalanced,⚡ אסטרטגיה מאוזנת - שילוב של בטוח ויצירתי,⚡ Balanced strategy — mix of safe and creative
Simulator,simulatorEx.riskDescRisky,🎲 אסטרטגיה אגרסיבית - הרבה הימורים מסוכנים,🎲 Aggressive strategy — lots of risky bets
Simulator,simulatorEx.riskDescVery,🔥 אסטרטגיה ספורטיבית - הולך על הכל!,🔥 All-in strategy — going for it!
Simulator,simulatorEx.recEarly,התחל לבחור משחקים והסימולטור ינתח את האסטרטגיה שלך,Start picking matches and the simulator will analyze your strategy
Simulator,simulatorEx.recContinue,המשך לבחור כדי לראות תמונה מלאה של הסיכויים שלך,Keep picking to see your full odds
Simulator,simulatorEx.recTooSafe,"אסטרטגיה בטוחה תיתן צפי ניקוד יציב, אבל קשה לעקוף יריבים שיסתכנו ויצליחו. נסה להוסיף 1-2 הימורים נועזים יותר.",Safe strategies give steady scores but are hard to win with. Try 1-2 bolder picks.
Simulator,simulatorEx.recTooRisky,"אסטרטגיה מסוכנת מאוד! פוטנציאל ענק לניקוד גבוה, אבל סיכוי גבוה לטעויות. שקול לחזור לבטוח ב-1-2 שלבים מאוחרים.",Very risky! Huge upside but high chance of mistakes. Consider safer picks in later rounds.
Simulator,simulatorEx.recBalanced,איזון מצוין! יש לך פוטנציאל לניקוד גבוה עם סיכון מתון. זאת אסטרטגיה חכמה.,Excellent balance! High potential with moderate risk. Smart strategy.
Matches extras,matchesEx.filterUpcoming,קרובים,Upcoming
Matches extras,matchesEx.filterFinished,הסתיימו,Finished
Matches extras,matchesEx.filterLive,🔴 חי,🔴 Live
Matches extras,matchesEx.live,משחק חי,Live
Matches extras,matchesEx.finished,הסתיים,Final
Matches extras,matchesEx.halftime,מחצית,Half-time
Matches extras,matchesEx.lastUpdated,עודכן: {time},Updated: {time}
Matches extras,matchesEx.notSynced,עוד לא סונכרן,Not synced yet
Matches extras,matchesEx.emptyTitle,המשחקים עוד לא פורסמו,Matches not yet published
Matches extras,matchesEx.emptyText,"לוח המשחקים יתעדכן ברגע שפיפ""א תפרסם את ה-Draw הרשמי",Schedule will update once FIFA publishes the official Draw
Matches extras,matchesEx.loadingMatches,טוען משחקים...,Loading matches...
Matches extras,matchesEx.noInCategory,אין משחקים בקטגוריה הזאת,No matches in this category
Matches extras,matchesEx.dateUnknown,תאריך לא ידוע,Date unknown
Matches extras,matchesEx.past,עבר,past
Matches extras,matchesEx.inMinutes,בעוד {n} דקות,in {n} minutes
Matches extras,matchesEx.inHours,בעוד {n} שעות,in {n} hours
Matches extras,matchesEx.inDays,בעוד {n} ימים,in {n} days
Matches extras,matchesEx.minutesAgo,לפני {n} דקות,{n} minutes ago
Matches extras,matchesEx.hoursAgo,לפני {n} שעות,{n} hours ago
Matches extras,matchesEx.daysAgo,לפני {n} ימים,{n} days ago
Matches extras,matchesEx.syncing,מסנכרן משחקים...,Syncing matches...
Matches extras,matchesEx.synced,עודכן ✓,Updated ✓
Matches extras,matchesEx.loadError,שגיאה בטעינת המשחקים,Failed to load matches
Matches extras,matchesEx.stageGroup,בית {letter},Group {letter}
Matches extras,matchesEx.stageR16,שמינית הגמר,Round of 16
Matches extras,matchesEx.stageQF,רבע הגמר,Quarter-Finals
Matches extras,matchesEx.stageSF,חצי הגמר,Semi-Finals
Matches extras,matchesEx.stageFinal,🏆 הגמר,🏆 Final
Matches extras,matchesEx.stageThird,מקום 3,3rd place
Admin members,adminMembersEx.lockedTitle,ההימור נעול,Pool locked
Admin members,adminMembersEx.lockedText,אין אפשרות להצטרף עם קוד ההזמנה,No new members can join with the invite code
Admin members,adminMembersEx.unlockBtn,בטל נעילה,Unlock
Admin members,adminMembersEx.openTitle,ההימור פתוח להצטרפות,Pool open to join
Admin members,adminMembersEx.openText,חברים חדשים יכולים להצטרף עם קוד ההזמנה,Members can join with the invite code
Admin members,adminMembersEx.lockBtn,נעל,Lock
Admin members,adminMembersEx.notAdmin,🚫 רק המארגן יכול לגשת לאזור הזה,🚫 Only the admin can access this area
Admin members,adminMembersEx.notAdminAction,🚫 רק המארגן יכול לעשות זאת,🚫 Only the admin can do that
Admin members,adminMembersEx.pendingCount,"יש <span id=""admin-pending-count"">{n}</span> חברים שממתינים לאישור","<span id=""admin-pending-count"">{n}</span> members pending approval"
Admin members,adminMembersEx.pendingSubtitle,הם יכולים לשחק - אבל מומלץ לאשר/להסיר אותם,They can play — but it\'s recommended to approve/remove them
Admin members,adminMembersEx.members,חברים,Members
Admin members,adminMembersEx.pickedGroups,בחרו בתים,Picked groups
Admin members,adminMembersEx.pickedKO,בחרו נוקאאוט,Picked knockout
Admin members,adminMembersEx.adminBadge,מארגן ✓,Admin ✓
Admin members,adminMembersEx.pendingBadge,⏳ ממתין לאישור,⏳ Pending approval
Admin members,adminMembersEx.approve,אשר,Approve
Admin members,adminMembersEx.remove,הסר,Remove
Admin members,adminMembersEx.groupsPicks,בתים: {n} {check},Groups: {n} {check}
Admin members,adminMembersEx.koPicks,נוקאאוט: {n}/16 {check},Knockout: {n}/16 {check}
Admin members,adminMembersEx.approvedToast,✓ {name} אושר,✓ {name} approved
Admin members,adminMembersEx.approveError,שגיאה באישור,Approval failed
Admin members,adminMembersEx.confirmRemoveAll,להסיר את {name} מההימור?\n\nכל ההימורים שלו יימחקו.\nהפעולה לא ניתנת לביטול.,Remove {name} from the pool?\n\nAll their picks will be deleted.\nThis cannot be undone.
Admin members,adminMembersEx.removedToast,{name} הוסר,{name} removed
Admin members,adminMembersEx.removeError,שגיאה בהסרה,Removal failed
Admin members,adminMembersEx.confirmAction,האם אתה בטוח שברצונך {action} את ההימור?,Are you sure you want to {action} the pool?
Admin members,adminMembersEx.actionLock,לנעול,lock
Admin members,adminMembersEx.actionUnlock,לפתוח,unlock
Admin members,adminMembersEx.poolLocked,🔒 ההימור ננעל,🔒 Pool locked
Admin members,adminMembersEx.poolUnlocked,🔓 ההימור נפתח,🔓 Pool unlocked
Admin members,adminMembersEx.toggleError,שגיאה בעדכון מצב ההימור,Failed to update pool state
Admin members,adminMembersEx.loadError,שגיאה בטעינת חברים,Failed to load members
Admin members,adminMembersEx.memberJoinedMeta,הצטרף ב-{date} · {g} בתים · {k} נוקאאוט,Joined {date} · {g} groups · {k} knockout
Admin members,adminMembersEx.confirmNewCode,האם ליצור קוד שחזור חדש עבור {name}?\n\nהקוד הישן יבוטל מיד. תצטרך לשלוח לו את הקוד החדש בעצמך.,Generate a new recovery code for {name}?\n\nThe old code is revoked immediately. You\'ll have to send the new code yourself.
Admin members,adminMembersEx.newCodeMsg,"✅ קוד שחזור חדש נוצר עבור {name}:\n\n{code}\n\n📋 הקוד יועתק ללוח שלך כשתלחץ ""אישור"".\nשלח אותו ל-{name} בהודעה פרטית.\n\n⚠️ הקוד הישן בוטל ולא יעבוד יותר.",✅ New recovery code for {name}:\n\n{code}\n\n📋 The code will be copied to your clipboard when you tap OK.\nSend it to {name} privately.\n\n⚠️ The old code is revoked and will no longer work.
Admin members,adminMembersEx.newCodeError,שגיאה ביצירת קוד,Failed to generate code
Admin members,adminMembersEx.newCodeCopied,🔑 קוד חדש נוצר והועתק,🔑 New code generated and copied
Admin members,adminShareCode.title,קוד שחזור חדש מוכן,New recovery code ready
Admin members,adminShareCode.subtitle,"שלח את הקוד ל-{name} ב-WhatsApp או Telegram, או העתק את הקישור הישיר","Send the code to {name} on WhatsApp or Telegram, or copy the direct link"
Admin members,adminShareCode.codeLabel,הקוד החדש,New code
Admin members,adminShareCode.message,"היי {name}! הקוד שלך להימור ""{pool}"" עודכן. קוד שחזור: {code}\nאו פשוט פתח את הקישור: {link}","Hey {name}! Your access code for ""{pool}"" was reset. Recovery code: {code}\nOr just open this link: {link}"
Admin members,adminShareCode.linkCopied,✓ הקישור הועתק,✓ Link copied
Admin members,adminMembersEx.confirmDeleteFull,"⚠️ האם אתה בטוח שברצונך להסיר את {name} מההימור?\n\nפעולה זו תמחק:\n- כל ההימורים שלו ({g} בתים, {k} נוקאאוט)\n- את החשבון שלו לחלוטין\n\nהפעולה לא ניתנת לביטול.","⚠️ Are you sure you want to remove {name} from the pool?\n\nThis will delete:\n- All their picks ({g} groups, {k} knockout)\n- Their account entirely\n\nThis cannot be undone."
Admin members,adminMembersEx.finalConfirm,אישור אחרון - להסיר את {name}?,Final confirmation — remove {name}?
Admin members,adminMembersEx.finalRemovedToast,✓ {name} הוסר מההימור,✓ {name} removed from pool
Admin members,adminMembersEx.finalRemoveError,שגיאה בהסרת המשתמש,Failed to remove member
Admin modal,adminModal.newCodeTitle,צור קוד שחזור חדש,Generate new recovery code
Admin modal,adminModal.newCodeText,הקוד הישן יבוטל,Old code will be revoked
Admin modal,adminModal.removeTitle,הסר מההימור,Remove from pool
Admin modal,adminModal.removeText,פעולה זו תמחק את כל ההימורים שלו,This will delete all their picks
Share modal,shareModal.subtitle,שלח להם את הקישור והם יצטרפו בלחיצה אחת,Send them the link and they join in one tap
Share modal,shareModal.copyHint,לחץ להעתקה,Tap to copy
Share modal,shareModal.copyLink,העתק קישור,Copy link
Share modal,shareModal.shareMsg,שתף עם הודעה,Share with message
Share modal,shareModal.scanCode,או סרוק את הקוד למטה:,Or scan the code below:
Share modal,shareModal.inviteUrl,קישור ההזמנה:,Invite link:
Share modal,shareModal.generatingQR,יוצר קוד QR...,Generating QR code...
Share modal,shareModal.copyLinkOk,✓ הקישור הועתק!,✓ Link copied!
Share modal,shareModal.copyCodeOk,✓ הקוד הועתק!,✓ Code copied!
Share modal,shareModal.copyError,שגיאה בהעתקה,Copy failed
Share modal,shareModal.joinTitle,הצטרף ל-{name},Join {name}
Top scorer locked,tsLocked.title,הפיצ\'ר עדיין נעול,Feature still locked
Top scorer locked,tsLocked.subtitle,מחכים לפרסום הסגלים הרשמיים,Waiting for the official squad lists
Top scorer locked,tsLocked.why,למה זה נעול?,Why is it locked?
Top scorer locked,tsLocked.whyText,"פיפ""א טרם פרסמה את הסגלים הרשמיים של כל הקבוצות. כל קבוצה צריכה להגיש 26 שחקנים עד 1 ביוני.",FIFA hasn\'t published the official squads yet. Each team must submit 26 players by June 1.
Top scorer locked,tsLocked.how,איך זה ייפתח?,How will it unlock?
Top scorer locked,tsLocked.howText,המערכת בודקת אוטומטית כל יום. ברגע שהסגלים יתפרסמו - הפיצ\'ר ייפתח לבד עם כל ~736 השחקנים האמיתיים!,"The system checks automatically every day. As soon as the squads are released, the feature unlocks with all ~736 real players!"
Top scorer locked,tsLocked.what,מה אפשר לעשות בינתיים?,What can I do meanwhile?
Top scorer locked,tsLocked.whatText,תמלא את הימור הבתים והנוקאאוט. הזמן את החברים. כשהפיצ\'ר ייפתח - תקבל התראה.,Make your group and knockout predictions. Invite friends. You\'ll be notified when this unlocks.
Top scorer locked,tsLocked.countdown,⏱️ עד פתיחת המונדיאל:,⏱️ Until World Cup kickoff:
Top scorer locked,tsLocked.openDate,11 ביוני 2026,"June 11, 2026"
Top scorer locked,tsLocked.lastCheck,בדיקה אחרונה: {time},Last check: {time}
Top scorer locked,tsLocked.loadingPlayers,שגיאה בטעינת שחקנים,Failed to load players
Top scorer unlocked,tsUnlocked.heroDesc,מי יבקיע הכי הרבה שערים במונדיאל?<br><strong>+{n} נקודות בונוס</strong> אם תנחש נכון!,Who will score the most goals at the World Cup?<br><strong>+{n} bonus points</strong> if you predict correctly!
Top scorer unlocked,tsUnlocked.hintTeam,{code} (קבוצה),{code} (team)
Top scorer unlocked,tsUnlocked.searchResults,"תוצאות חיפוש לפי ""{q}""","Results for ""{q}"""
